"age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","y","edu"
41,"blue-collar","married","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","4"
30,"housemaid","married","unknown","yes","yes","telephone","jun","mon",1,999,0,"nonexistent","0","high.school"
33,"services","married","unknown","yes","no","telephone","jun","mon",3,999,0,"nonexistent","0","high.school"
56,"services","married","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","4"
26,"blue-collar","married","unknown","unknown","unknown","telephone","jun","mon",6,999,0,"nonexistent","0","6"
49,"blue-collar","married","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","4"
40,"admin.","single","unknown","yes","no","telephone","jun","mon",3,999,0,"nonexistent","0","high.school"
51,"services","married","unknown","yes","no","telephone","jun","mon",8,999,0,"nonexistent","0","high.school"
48,"blue-collar","married","no","yes","no","telephone","jun","mon",8,999,0,"nonexistent","0","6"
47,"technician","divorced","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","0","high.school"
34,"blue-collar","married","no","no","no","telephone","jun","mon",15,999,0,"nonexistent","0","9"
36,"admin.","married","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","0","university.degree"
43,"services","married","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","high.school"
56,"entrepreneur","married","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","unknown"
39,"housemaid","divorced","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent","0","9"
43,"technician","single","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent","0","university.degree"
39,"admin.","married","no","no","no","telephone","jun","mon",7,999,0,"nonexistent","0","university.degree"
59,"management","married","unknown","yes","no","telephone","jun","mon",16,999,0,"nonexistent","0","6"
50,"admin.","married","no","no","no","telephone","jun","mon",2,999,0,"nonexistent","0","high.school"
24,"services","single","no","yes","no","telephone","jun","mon",8,999,0,"nonexistent","0","high.school"
38,"blue-collar","married","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","high.school"
41,"technician","married","unknown","yes","no","telephone","jun","mon",11,999,0,"nonexistent","0","professional.course"
34,"blue-collar","married","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent","0","6"
48,"unemployed","single","no","yes","no","telephone","jun","mon",6,999,0,"nonexistent","0","4"
35,"admin.","married","unknown","yes","no","telephone","jun","mon",3,999,0,"nonexistent","0","university.degree"
54,"entrepreneur","divorced","no","yes","yes","telephone","jun","mon",8,999,0,"nonexistent","0","university.degree"
31,"services","married","no","no","no","telephone","jun","mon",5,999,0,"nonexistent","0","6"
42,"services","married","no","no","no","telephone","jun","mon",4,999,0,"nonexistent","0","high.school"
45,"blue-collar","married","no","yes","no","telephone","jun","mon",8,999,0,"nonexistent","0","6"
24,"services","single","unknown","no","yes","telephone","jun","mon",2,999,0,"nonexistent","0","9"
37,"management","married","unknown","no","yes","telephone","jun","mon",7,999,0,"nonexistent","0","university.degree"
57,"housemaid","married","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent","0","professional.course"
35,"student","single","unknown","yes","yes","telephone","jun","mon",2,999,0,"nonexistent","1","university.degree"
41,"admin.","married","no","unknown","unknown","telephone","jun","mon",2,999,0,"nonexistent","0","high.school"
33,"unemployed","single","no","no","yes","telephone","jun","mon",13,999,0,"nonexistent","0","university.degree"
42,"blue-collar","married","unknown","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","9"
35,"technician","single","no","yes","yes","telephone","jun","mon",9,999,0,"nonexistent","0","professional.course"
44,"technician","married","unknown","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","professional.course"
36,"blue-collar","married","unknown","no","yes","telephone","jun","mon",2,999,0,"nonexistent","0","9"
28,"services","single","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","high.school"
57,"blue-collar","divorced","no","no","no","telephone","jun","mon",4,999,0,"nonexistent","0","4"
41,"management","divorced","no","no","no","telephone","jun","mon",12,999,0,"nonexistent","0","university.degree"
41,"blue-collar","divorced","no","no","no","telephone","jun","mon",10,999,0,"nonexistent","0","professional.course"
36,"technician","divorced","unknown","no","no","telephone","jun","mon",4,999,0,"nonexistent","0","professional.course"
38,"student","single","no","no","no","telephone","jun","mon",4,999,0,"nonexistent","0","university.degree"
48,"blue-collar","married","no","no","no","telephone","jun","mon",4,999,0,"nonexistent","0","4"
48,"blue-collar","married","unknown","yes","no","telephone","jun","mon",9,999,0,"nonexistent","0","4"
39,"technician","married","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent","0","professional.course"
33,"admin.","married","no","yes","no","telephone","jun","mon",8,999,0,"nonexistent","0","university.degree"
52,"services","married","no","no","yes","telephone","jun","mon",6,999,0,"nonexistent","0","high.school"
59,"retired","divorced","no","no","no","telephone","jun","mon",6,999,0,"nonexistent","1","university.degree"
42,"self-employed","married","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","university.degree"
57,"management","married","unknown","yes","no","telephone","jun","mon",4,999,0,"nonexistent","0","9"
33,"services","married","no","no","no","telephone","jun","mon",14,999,0,"nonexistent","0","high.school"
39,"entrepreneur","married","no","no","no","telephone","jun","mon",3,999,0,"nonexistent","0","high.school"
39,"technician","single","unknown","no","no","telephone","jun","mon",4,999,0,"nonexistent","1","professional.course"
28,"services","married","no","no","no","telephone","jun","tue",6,999,0,"nonexistent","0","high.school"
60,"unknown","married","unknown","no","no","telephone","jun","tue",7,999,0,"nonexistent","0","6"
44,"blue-collar","married","unknown","no","no","telephone","jun","tue",5,999,0,"nonexistent","0","9"
36,"services","single","no","no","no","telephone","jun","tue",10,999,0,"nonexistent","0","9"
26,"admin.","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
40,"admin.","married","no","no","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
48,"blue-collar","married","unknown","no","no","telephone","jun","tue",5,999,0,"nonexistent","0","4"
40,"blue-collar","married","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","9"
43,"blue-collar","single","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","professional.course"
49,"services","married","unknown","yes","no","telephone","jun","tue",5,999,0,"nonexistent","0","high.school"
32,"technician","married","no","yes","no","telephone","jun","tue",10,999,0,"nonexistent","0","professional.course"
56,"management","married","unknown","yes","no","telephone","jun","tue",5,999,0,"nonexistent","0","4"
48,"housemaid","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
44,"entrepreneur","married","unknown","no","yes","telephone","jun","tue",4,999,0,"nonexistent","0","6"
57,"blue-collar","married","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","9"
30,"technician","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
34,"blue-collar","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
34,"technician","married","no","no","no","telephone","jun","tue",8,999,0,"nonexistent","0","university.degree"
46,"unemployed","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
32,"services","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
48,"admin.","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","professional.course"
46,"blue-collar","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","1","9"
38,"technician","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
43,"entrepreneur","married","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","4"
41,"management","married","unknown","no","no","telephone","jun","tue",4,999,0,"nonexistent","0","unknown"
36,"services","single","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
48,"blue-collar","divorced","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","4"
52,"blue-collar","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
43,"entrepreneur","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
46,"blue-collar","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
55,"blue-collar","divorced","unknown","no","yes","telephone","jun","tue",3,999,0,"nonexistent","0","4"
44,"blue-collar","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","4"
24,"services","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
58,"retired","married","no","yes","no","telephone","jun","tue",4,999,0,"nonexistent","0","4"
41,"unemployed","married","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","university.degree"
29,"management","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
26,"technician","single","no","no","no","telephone","jun","tue",3,999,0,"nonexistent","1","university.degree"
32,"management","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
35,"blue-collar","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
45,"blue-collar","divorced","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
33,"technician","married","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","professional.course"
38,"admin.","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
36,"blue-collar","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
35,"blue-collar","married","no","no","no","telephone","jun","tue",7,999,0,"nonexistent","0","unknown"
34,"blue-collar","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","1","9"
41,"blue-collar","married","no","unknown","unknown","telephone","jun","tue",1,999,0,"nonexistent","0","6"
37,"blue-collar","married","unknown","no","no","telephone","jun","tue",4,999,0,"nonexistent","0","6"
39,"housemaid","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","9"
33,"technician","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
43,"technician","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","professional.course"
47,"blue-collar","married","unknown","no","no","telephone","jun","tue",5,999,0,"nonexistent","0","4"
33,"admin.","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
40,"blue-collar","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
31,"services","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
34,"admin.","married","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","university.degree"
39,"blue-collar","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
35,"blue-collar","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","4"
35,"technician","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
59,"retired","single","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
42,"admin.","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
32,"blue-collar","single","no","no","no","telephone","jun","tue",3,999,0,"nonexistent","1","high.school"
48,"admin.","married","no","no","yes","telephone","jun","tue",4,999,0,"nonexistent","0","high.school"
46,"technician","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","professional.course"
41,"unemployed","divorced","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
29,"admin.","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
38,"student","single","no","unknown","unknown","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
30,"blue-collar","single","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","4"
38,"unemployed","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","professional.course"
50,"self-employed","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
37,"services","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
30,"blue-collar","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
52,"management","divorced","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
40,"blue-collar","divorced","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
50,"unknown","single","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","unknown"
36,"entrepreneur","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
41,"blue-collar","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
50,"housemaid","single","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","unknown"
38,"technician","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
51,"retired","divorced","no","yes","yes","telephone","jun","tue",3,999,0,"nonexistent","0","university.degree"
38,"services","married","unknown","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
38,"blue-collar","married","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","4"
55,"management","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
58,"technician","married","no","yes","yes","telephone","jun","tue",1,999,0,"nonexistent","0","professional.course"
41,"blue-collar","married","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","4"
31,"management","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
36,"management","married","unknown","no","no","telephone","jun","tue",13,999,0,"nonexistent","0","university.degree"
34,"blue-collar","married","no","no","no","telephone","jun","tue",13,999,0,"nonexistent","0","4"
33,"blue-collar","single","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
42,"services","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
35,"blue-collar","married","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","9"
49,"technician","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
58,"retired","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","4"
51,"self-employed","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
38,"blue-collar","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
48,"blue-collar","married","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","4"
35,"blue-collar","married","no","yes","no","telephone","jun","tue",4,999,0,"nonexistent","0","9"
49,"technician","married","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","6"
56,"management","married","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent","1","9"
35,"blue-collar","married","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","9"
60,"retired","divorced","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","4"
37,"admin.","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
31,"blue-collar","single","no","yes","yes","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
44,"admin.","single","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
38,"admin.","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
40,"blue-collar","married","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","4"
30,"self-employed","married","no","yes","no","telephone","jun","tue",4,999,0,"nonexistent","0","professional.course"
36,"student","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
50,"blue-collar","married","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","6"
28,"admin.","single","no","no","no","telephone","jun","tue",5,999,0,"nonexistent","0","high.school"
50,"services","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
48,"management","married","no","yes","yes","telephone","jun","tue",7,999,0,"nonexistent","1","university.degree"
57,"blue-collar","divorced","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","9"
56,"entrepreneur","married","no","no","no","telephone","jun","tue",3,999,0,"nonexistent","0","university.degree"
56,"entrepreneur","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","unknown"
27,"admin.","married","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","9"
49,"blue-collar","married","unknown","yes","yes","telephone","jun","tue",5,999,0,"nonexistent","0","4"
52,"blue-collar","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","4"
35,"blue-collar","married","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","4"
34,"technician","married","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","professional.course"
50,"blue-collar","divorced","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","9"
29,"admin.","single","unknown","no","yes","telephone","jun","tue",2,999,0,"nonexistent","0","9"
31,"blue-collar","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
40,"admin.","married","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
37,"self-employed","married","unknown","yes","no","telephone","jun","tue",6,999,0,"nonexistent","0","9"
37,"services","married","no","no","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
57,"blue-collar","married","unknown","no","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
31,"admin.","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
40,"admin.","single","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
30,"blue-collar","married","no","no","yes","telephone","jun","tue",2,999,0,"nonexistent","0","unknown"
43,"blue-collar","married","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","9"
35,"blue-collar","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
29,"services","single","unknown","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
38,"admin.","married","no","no","yes","telephone","jun","tue",4,999,0,"nonexistent","0","9"
46,"blue-collar","married","no","no","yes","telephone","jun","tue",2,999,0,"nonexistent","0","6"
47,"technician","single","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","professional.course"
39,"admin.","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
42,"blue-collar","married","no","no","no","telephone","jun","tue",4,999,0,"nonexistent","0","4"
35,"self-employed","married","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","9"
39,"self-employed","married","unknown","yes","no","telephone","jun","tue",5,999,0,"nonexistent","0","university.degree"
57,"technician","married","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","professional.course"
38,"admin.","single","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","1","university.degree"
47,"management","married","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","4"
37,"management","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
41,"blue-collar","married","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","1","6"
41,"services","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
42,"technician","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
38,"blue-collar","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
46,"admin.","single","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
31,"blue-collar","single","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
32,"technician","married","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","professional.course"
46,"unemployed","divorced","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","9"
59,"entrepreneur","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","unknown"
55,"unknown","married","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","4"
53,"self-employed","married","no","yes","no","telephone","jun","tue",4,999,0,"nonexistent","0","university.degree"
43,"unemployed","married","no","no","no","telephone","jun","tue",5,999,0,"nonexistent","0","professional.course"
49,"blue-collar","married","no","yes","yes","telephone","jun","tue",3,999,0,"nonexistent","0","4"
50,"blue-collar","married","no","no","no","telephone","jun","tue",6,999,0,"nonexistent","0","9"
26,"blue-collar","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
30,"technician","single","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","university.degree"
40,"blue-collar","married","unknown","no","no","telephone","jun","tue",5,999,0,"nonexistent","0","9"
43,"retired","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
53,"admin.","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
25,"admin.","married","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","university.degree"
48,"admin.","divorced","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","university.degree"
27,"blue-collar","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
53,"admin.","married","no","no","no","telephone","jun","tue",26,999,0,"nonexistent","0","high.school"
44,"self-employed","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
54,"management","married","no","no","no","telephone","jun","tue",15,999,0,"nonexistent","0","university.degree"
30,"blue-collar","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
32,"admin.","married","no","yes","yes","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
29,"entrepreneur","married","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
43,"admin.","married","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
43,"management","married","no","yes","yes","telephone","jun","tue",3,999,0,"nonexistent","0","university.degree"
36,"services","married","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
45,"blue-collar","married","unknown","yes","yes","telephone","jun","tue",1,999,0,"nonexistent","0","4"
34,"services","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
38,"services","married","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
53,"housemaid","married","no","unknown","unknown","telephone","jun","tue",1,999,0,"nonexistent","0","4"
57,"technician","divorced","no","yes","yes","telephone","jun","tue",2,999,0,"nonexistent","0","unknown"
38,"blue-collar","married","unknown","no","no","telephone","jun","tue",3,999,0,"nonexistent","1","6"
41,"blue-collar","married","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","9"
49,"blue-collar","married","no","no","no","telephone","jun","tue",5,999,0,"nonexistent","0","4"
35,"technician","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","unknown"
39,"admin.","married","no","yes","no","telephone","jun","tue",12,999,0,"nonexistent","0","university.degree"
31,"services","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
50,"admin.","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
30,"admin.","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
50,"blue-collar","married","unknown","no","yes","telephone","jun","tue",5,999,0,"nonexistent","0","4"
49,"management","divorced","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","university.degree"
37,"admin.","married","no","no","no","telephone","jun","tue",4,999,0,"nonexistent","0","university.degree"
47,"blue-collar","divorced","unknown","no","yes","telephone","jun","tue",2,999,0,"nonexistent","0","9"
43,"admin.","divorced","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
29,"admin.","divorced","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","professional.course"
31,"housemaid","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
38,"entrepreneur","married","no","no","yes","telephone","jun","tue",2,999,0,"nonexistent","0","6"
43,"admin.","divorced","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","university.degree"
29,"admin.","single","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
35,"admin.","married","no","yes","yes","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
54,"technician","married","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","university.degree"
27,"management","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
57,"blue-collar","divorced","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
30,"services","married","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
30,"admin.","single","unknown","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
43,"unemployed","married","no","no","no","telephone","jun","tue",28,999,0,"nonexistent","0","9"
32,"admin.","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
34,"admin.","single","no","no","no","telephone","jun","tue",32,999,0,"nonexistent","0","university.degree"
44,"blue-collar","single","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","unknown"
31,"unemployed","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
29,"admin.","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","9"
51,"self-employed","married","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
58,"technician","married","no","yes","no","telephone","jun","tue",12,999,0,"nonexistent","0","university.degree"
33,"blue-collar","married","unknown","no","no","telephone","jun","tue",7,999,0,"nonexistent","0","9"
52,"admin.","divorced","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
57,"blue-collar","married","unknown","yes","no","telephone","jun","tue",5,999,0,"nonexistent","1","4"
24,"admin.","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","1","high.school"
27,"unemployed","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
42,"admin.","married","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","university.degree"
30,"services","married","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
28,"blue-collar","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","4"
31,"unemployed","divorced","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","1","4"
32,"blue-collar","married","no","unknown","unknown","telephone","jun","tue",5,999,0,"nonexistent","0","6"
33,"blue-collar","single","unknown","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","9"
42,"management","married","no","no","no","telephone","jun","tue",7,999,0,"nonexistent","0","university.degree"
29,"blue-collar","single","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent","0","high.school"
30,"blue-collar","married","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent","1","6"
34,"admin.","married","unknown","no","no","telephone","jun","tue",3,999,0,"nonexistent","0","university.degree"
40,"blue-collar","married","no","no","yes","telephone","jun","tue",2,999,0,"nonexistent","1","9"
28,"student","single","unknown","no","no","telephone","jun","tue",5,999,0,"nonexistent","0","university.degree"
45,"services","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","high.school"
35,"blue-collar","married","unknown","no","no","telephone","jun","tue",6,999,0,"nonexistent","0","4"
35,"blue-collar","married","unknown","no","no","telephone","jun","tue",18,999,0,"nonexistent","0","9"
26,"self-employed","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
60,"admin.","married","unknown","no","no","telephone","jun","tue",7,999,0,"nonexistent","0","university.degree"
51,"technician","married","no","no","yes","telephone","jun","tue",3,999,0,"nonexistent","0","professional.course"
36,"services","divorced","no","no","no","telephone","jun","tue",4,999,0,"nonexistent","0","professional.course"
35,"technician","married","no","yes","no","telephone","jun","tue",6,999,0,"nonexistent","0","professional.course"
39,"self-employed","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","university.degree"
31,"blue-collar","single","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
40,"blue-collar","married","no","yes","yes","telephone","jun","tue",2,999,0,"nonexistent","0","9"
30,"unemployed","married","unknown","no","no","telephone","jun","tue",10,999,0,"nonexistent","0","6"
40,"technician","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","0","professional.course"
46,"admin.","married","no","no","no","telephone","jun","tue",3,999,0,"nonexistent","0","high.school"
45,"admin.","married","no","no","no","telephone","jun","tue",6,999,0,"nonexistent","0","unknown"
39,"blue-collar","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","0","6"
