"id","age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","edu"
629,38,"technician","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
630,47,"blue-collar","married","no","no","no","cellular","may","wed",1,999,1,"failure","high.school"
631,35,"services","married","unknown","yes","yes","cellular","may","wed",1,999,0,"nonexistent","high.school"
632,38,"admin.","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
633,35,"services","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
634,35,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
635,38,"blue-collar","single","no","no","no","cellular","may","wed",1,999,1,"failure","4"
636,38,"admin.","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
637,34,"admin.","single","no","yes","no","cellular","may","wed",1,11,1,"success","high.school"
638,40,"services","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
639,35,"services","single","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
640,31,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
641,58,"services","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","6"
642,29,"admin.","single","no","yes","no","cellular","may","wed",3,999,1,"failure","university.degree"
643,36,"technician","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
644,33,"blue-collar","married","no","yes","no","cellular","may","wed",1,11,1,"success","9"
645,48,"blue-collar","married","unknown","yes","no","cellular","may","wed",2,999,1,"failure","6"
646,37,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
647,37,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
648,36,"admin.","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
649,29,"admin.","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
650,35,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
651,36,"admin.","married","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","university.degree"
652,41,"entrepreneur","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","4"
653,36,"technician","married","no","yes","no","cellular","may","wed",1,10,1,"success","professional.course"
654,41,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","6"
655,29,"admin.","single","no","no","no","cellular","may","wed",1,999,1,"failure","university.degree"
656,36,"management","single","no","yes","no","cellular","may","wed",1,999,2,"failure","university.degree"
657,29,"admin.","single","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent","university.degree"
658,46,"admin.","married","unknown","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
659,33,"blue-collar","married","no","no","no","cellular","may","wed",4,999,0,"nonexistent","6"
660,25,"student","single","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","9"
661,48,"blue-collar","married","unknown","no","no","cellular","may","wed",11,999,0,"nonexistent","6"
662,50,"services","divorced","no","no","yes","cellular","may","wed",5,999,1,"failure","high.school"
663,32,"technician","single","no","no","no","cellular","may","wed",2,999,0,"nonexistent","professional.course"
664,39,"blue-collar","married","unknown","no","yes","cellular","may","wed",3,999,1,"failure","9"
665,27,"services","married","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
666,53,"blue-collar","married","unknown","no","no","cellular","may","wed",4,999,0,"nonexistent","professional.course"
667,41,"entrepreneur","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","4"
668,45,"housemaid","married","no","yes","no","cellular","may","wed",1,999,1,"failure","6"
669,55,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
670,36,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
671,41,"self-employed","married","unknown","no","no","cellular","may","wed",2,999,1,"failure","unknown"
672,45,"entrepreneur","married","no","no","no","cellular","may","wed",6,999,0,"nonexistent","university.degree"
673,53,"blue-collar","married","unknown","no","yes","cellular","may","wed",5,999,0,"nonexistent","professional.course"
674,48,"technician","single","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","professional.course"
675,35,"admin.","married","no","yes","no","cellular","may","wed",2,999,1,"failure","university.degree"
676,33,"services","married","unknown","yes","no","cellular","may","wed",2,999,0,"nonexistent","professional.course"
677,54,"technician","divorced","no","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
678,37,"blue-collar","divorced","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","9"
679,38,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","4"
680,44,"blue-collar","married","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","4"
681,46,"services","divorced","no","unknown","unknown","cellular","may","wed",1,999,0,"nonexistent","9"
682,34,"blue-collar","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","9"
683,40,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
684,46,"services","divorced","no","yes","no","cellular","may","wed",1,999,1,"failure","9"
685,39,"blue-collar","divorced","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
686,30,"blue-collar","divorced","unknown","no","no","cellular","may","wed",1,999,1,"failure","high.school"
687,39,"blue-collar","divorced","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
688,34,"blue-collar","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","9"
689,48,"entrepreneur","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","6"
690,34,"admin.","single","no","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
691,57,"admin.","married","no","no","no","cellular","may","wed",1,999,1,"failure","high.school"
692,31,"services","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","high.school"
693,39,"blue-collar","married","no","yes","no","cellular","may","wed",9,999,0,"nonexistent","6"
694,42,"blue-collar","single","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","9"
695,39,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
696,39,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
697,46,"blue-collar","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","6"
698,39,"blue-collar","married","no","no","no","cellular","may","wed",1,999,1,"failure","4"
699,39,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,1,"failure","professional.course"
700,31,"blue-collar","single","no","no","no","cellular","may","wed",1,999,1,"failure","high.school"
701,31,"blue-collar","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
702,31,"services","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
703,31,"blue-collar","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
704,36,"admin.","single","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
705,31,"blue-collar","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
706,28,"admin.","single","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","university.degree"
707,37,"admin.","married","no","no","no","cellular","may","wed",1,999,1,"failure","university.degree"
708,35,"technician","married","no","yes","no","cellular","may","wed",2,999,1,"failure","professional.course"
709,36,"management","married","no","yes","no","cellular","may","wed",2,999,1,"failure","9"
710,39,"technician","single","no","no","no","cellular","may","wed",1,999,1,"failure","professional.course"
711,39,"blue-collar","divorced","unknown","no","no","cellular","may","wed",1,999,1,"failure","9"
712,31,"blue-collar","single","no","no","no","cellular","may","wed",1,999,1,"failure","high.school"
713,35,"services","married","unknown","no","no","cellular","may","wed",1,999,1,"failure","high.school"
714,44,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","6"
715,35,"services","married","unknown","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
716,27,"student","single","no","no","no","cellular","may","wed",1,999,1,"failure","university.degree"
717,43,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","4"
718,43,"blue-collar","married","unknown","no","yes","cellular","may","wed",1,999,2,"failure","4"
719,41,"blue-collar","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
720,27,"student","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
721,44,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","6"
722,51,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
723,25,"admin.","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
724,49,"admin.","married","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
725,41,"blue-collar","single","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","9"
726,30,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
727,45,"unemployed","divorced","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
728,28,"technician","single","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","high.school"
729,25,"admin.","single","no","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
730,41,"blue-collar","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
731,45,"unemployed","divorced","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","high.school"
732,41,"admin.","single","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
733,31,"blue-collar","married","unknown","no","no","cellular","may","wed",1,999,1,"failure","6"
734,37,"housemaid","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","6"
735,35,"technician","married","no","yes","yes","cellular","may","wed",1,999,1,"failure","professional.course"
736,38,"blue-collar","single","unknown","no","yes","cellular","may","wed",1,999,1,"failure","6"
737,39,"services","single","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
738,39,"blue-collar","married","unknown","no","yes","cellular","may","wed",1,999,0,"nonexistent","4"
739,42,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","4"
740,36,"technician","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
741,48,"blue-collar","married","no","no","no","cellular","may","wed",1,12,1,"success","4"
742,26,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
743,48,"blue-collar","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","4"
744,47,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","4"
745,39,"technician","divorced","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
746,48,"technician","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
747,46,"services","married","no","no","no","cellular","may","wed",1,999,1,"failure","9"
748,31,"services","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
749,35,"technician","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
750,35,"technician","married","no","no","no","cellular","may","wed",1,999,1,"failure","professional.course"
751,33,"entrepreneur","married","unknown","no","no","cellular","may","wed",1,999,1,"failure","university.degree"
752,43,"management","married","no","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
753,42,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
754,43,"management","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","university.degree"
755,35,"blue-collar","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
756,35,"blue-collar","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
757,46,"services","divorced","no","no","no","cellular","may","wed",2,999,1,"failure","9"
758,48,"blue-collar","married","unknown","yes","no","cellular","may","wed",5,999,0,"nonexistent","6"
759,48,"blue-collar","married","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","4"
760,57,"entrepreneur","divorced","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
761,39,"admin.","single","no","no","no","cellular","may","wed",2,999,0,"nonexistent","high.school"
762,33,"admin.","married","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent","9"
763,20,"blue-collar","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
764,34,"blue-collar","married","no","yes","yes","cellular","may","wed",4,999,0,"nonexistent","4"
765,36,"entrepreneur","married","no","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
766,32,"blue-collar","married","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","9"
767,28,"technician","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
768,28,"technician","single","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","professional.course"
769,33,"admin.","married","no","yes","no","cellular","may","wed",2,999,1,"failure","high.school"
770,20,"blue-collar","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
771,42,"services","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
772,28,"technician","single","no","yes","no","cellular","may","wed",1,999,1,"failure","professional.course"
773,39,"blue-collar","single","unknown","no","no","cellular","may","wed",1,999,1,"failure","6"
774,39,"technician","divorced","no","no","no","cellular","may","wed",8,999,0,"nonexistent","professional.course"
775,34,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
776,34,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,1,"failure","unknown"
777,36,"admin.","married","no","no","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
778,33,"blue-collar","married","no","yes","no","telephone","may","wed",1,999,0,"nonexistent","high.school"
779,53,"admin.","married","unknown","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
780,25,"services","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
781,58,"retired","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","9"
782,37,"blue-collar","married","no","no","no","cellular","may","wed",2,999,0,"nonexistent","9"
783,38,"admin.","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
784,36,"technician","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
785,39,"blue-collar","single","no","unknown","unknown","cellular","may","wed",3,999,0,"nonexistent","4"
786,41,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
787,38,"blue-collar","married","no","no","no","cellular","may","wed",1,999,1,"failure","4"
788,36,"technician","single","no","no","no","cellular","may","wed",1,999,1,"failure","professional.course"
789,39,"admin.","single","no","no","no","cellular","may","wed",1,999,1,"failure","university.degree"
790,30,"admin.","single","no","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
791,39,"blue-collar","single","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","6"
792,42,"self-employed","married","unknown","unknown","unknown","cellular","may","wed",2,999,1,"failure","university.degree"
793,29,"admin.","single","no","unknown","unknown","cellular","may","wed",1,999,0,"nonexistent","high.school"
794,38,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
795,38,"admin.","married","no","unknown","unknown","cellular","may","wed",1,999,0,"nonexistent","university.degree"
796,51,"admin.","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
797,50,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,1,"failure","4"
798,37,"blue-collar","married","no","no","yes","cellular","may","wed",4,999,0,"nonexistent","6"
799,31,"admin.","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","unknown"
800,47,"services","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
801,31,"technician","single","no","yes","no","cellular","may","wed",1,999,1,"failure","unknown"
802,54,"management","divorced","no","no","no","telephone","may","wed",1,999,0,"nonexistent","university.degree"
803,54,"management","divorced","no","yes","yes","telephone","may","wed",1,999,1,"failure","university.degree"
804,35,"technician","married","no","no","no","cellular","may","wed",2,999,0,"nonexistent","professional.course"
805,34,"admin.","single","no","yes","no","cellular","may","wed",1,12,1,"success","high.school"
806,31,"services","married","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
807,46,"services","single","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
808,38,"self-employed","married","no","yes","no","cellular","may","wed",5,999,0,"nonexistent","9"
809,29,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
810,27,"admin.","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
811,57,"management","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
812,29,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
813,53,"technician","divorced","no","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
814,27,"admin.","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","high.school"
815,46,"services","married","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","high.school"
816,32,"blue-collar","married","no","yes","no","cellular","may","wed",1,10,1,"success","9"
817,32,"blue-collar","married","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","4"
818,46,"admin.","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
819,33,"technician","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","professional.course"
820,48,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","4"
821,34,"admin.","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
822,46,"admin.","married","no","no","no","cellular","may","wed",1,999,1,"failure","high.school"
823,29,"blue-collar","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","9"
824,33,"technician","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
825,37,"blue-collar","married","no","unknown","unknown","cellular","may","wed",5,999,0,"nonexistent","9"
826,33,"technician","married","no","yes","no","cellular","may","wed",1,999,1,"failure","professional.course"
827,42,"blue-collar","married","no","no","no","cellular","may","wed",1,999,1,"failure","9"
828,37,"services","married","unknown","yes","no","cellular","may","wed",2,999,0,"nonexistent","high.school"
829,42,"blue-collar","married","unknown","no","yes","cellular","may","wed",1,999,1,"failure","6"
830,33,"entrepreneur","married","unknown","yes","no","cellular","may","wed",2,999,1,"failure","university.degree"
831,34,"blue-collar","married","no","no","yes","cellular","may","wed",2,999,0,"nonexistent","unknown"
832,46,"management","married","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent","university.degree"
833,36,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,1,"failure","9"
834,41,"services","divorced","no","no","no","cellular","may","wed",2,999,0,"nonexistent","high.school"
835,32,"admin.","married","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
836,48,"blue-collar","married","unknown","yes","no","cellular","may","wed",4,999,0,"nonexistent","6"
837,28,"self-employed","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
838,38,"blue-collar","married","unknown","yes","no","cellular","may","wed",2,7,1,"success","high.school"
839,36,"management","married","no","no","no","cellular","may","wed",1,999,1,"failure","9"
840,31,"housemaid","divorced","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","6"
841,42,"technician","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
842,31,"technician","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
843,32,"services","single","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","9"
844,28,"admin.","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
845,38,"blue-collar","single","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","4"
846,31,"blue-collar","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","6"
847,51,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,1,"failure","9"
848,28,"admin.","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
849,51,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
850,36,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
851,36,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
852,59,"admin.","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
853,36,"technician","single","no","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
854,31,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","6"
855,37,"services","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
856,55,"retired","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
857,37,"services","single","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
858,51,"entrepreneur","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
859,30,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
860,30,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","9"
861,34,"technician","single","no","yes","no","telephone","may","wed",3,999,0,"nonexistent","university.degree"
862,41,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,1,"failure","6"
863,44,"admin.","single","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
864,36,"admin.","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
865,43,"blue-collar","married","no","no","yes","cellular","may","wed",2,999,0,"nonexistent","9"
866,28,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","4"
867,49,"admin.","single","unknown","no","no","cellular","may","wed",2,999,1,"failure","6"
868,28,"admin.","single","no","no","no","cellular","may","wed",2,999,0,"nonexistent","high.school"
869,30,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","9"
870,31,"blue-collar","married","unknown","yes","no","cellular","may","wed",2,999,0,"nonexistent","6"
871,34,"blue-collar","married","no","no","no","cellular","may","wed",2,999,1,"failure","9"
872,33,"technician","single","no","yes","no","cellular","may","wed",2,999,2,"failure","professional.course"
873,31,"services","single","no","no","no","cellular","may","wed",2,999,0,"nonexistent","high.school"
874,41,"admin.","married","no","no","no","cellular","may","wed",1,999,1,"failure","high.school"
875,27,"services","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","high.school"
876,33,"services","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
877,31,"blue-collar","single","no","no","no","cellular","may","wed",4,999,0,"nonexistent","9"
878,35,"admin.","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
879,39,"unemployed","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
880,34,"admin.","unknown","no","no","no","cellular","may","wed",2,999,1,"failure","university.degree"
881,47,"blue-collar","single","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
882,58,"retired","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
883,37,"blue-collar","single","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","professional.course"
884,31,"services","married","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
885,26,"blue-collar","married","no","no","no","cellular","may","wed",2,999,2,"failure","9"
886,36,"blue-collar","divorced","no","yes","no","cellular","may","wed",1,999,1,"failure","6"
887,28,"technician","single","no","no","no","cellular","may","wed",2,999,1,"failure","professional.course"
888,51,"entrepreneur","single","no","no","yes","cellular","may","wed",1,999,1,"failure","9"
889,32,"admin.","married","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent","high.school"
890,32,"blue-collar","married","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","9"
891,41,"blue-collar","married","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent","4"
892,40,"admin.","married","unknown","yes","yes","cellular","may","wed",2,999,0,"nonexistent","9"
893,34,"admin.","single","no","yes","yes","cellular","may","wed",2,999,0,"nonexistent","high.school"
894,46,"services","married","no","no","no","cellular","may","wed",3,999,0,"nonexistent","high.school"
895,49,"technician","married","no","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
896,58,"blue-collar","married","unknown","yes","yes","cellular","may","wed",2,999,2,"failure","4"
897,41,"blue-collar","single","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","9"
898,44,"blue-collar","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
899,45,"blue-collar","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","4"
900,44,"blue-collar","married","no","no","no","cellular","may","wed",1,999,1,"failure","6"
901,37,"admin.","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","university.degree"
902,33,"blue-collar","married","no","no","no","cellular","may","wed",2,999,0,"nonexistent","9"
903,47,"blue-collar","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
904,47,"blue-collar","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
905,54,"management","divorced","no","yes","no","cellular","may","wed",2,12,1,"success","university.degree"
906,37,"blue-collar","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","9"
907,33,"admin.","married","no","yes","no","cellular","may","wed",2,999,1,"failure","high.school"
908,35,"admin.","married","no","yes","no","cellular","may","wed",1,999,1,"failure","professional.course"
909,31,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","4"
910,36,"admin.","single","no","yes","no","cellular","may","wed",2,999,1,"failure","6"
911,27,"admin.","married","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","high.school"
912,35,"blue-collar","divorced","no","yes","no","cellular","may","wed",2,999,1,"failure","9"
913,39,"blue-collar","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","6"
914,38,"blue-collar","unknown","no","no","no","cellular","may","wed",1,6,1,"success","high.school"
915,39,"blue-collar","married","no","no","no","cellular","may","wed",2,999,1,"failure","6"
916,42,"blue-collar","divorced","unknown","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
917,34,"admin.","divorced","no","no","no","cellular","may","wed",1,999,1,"failure","university.degree"
918,33,"entrepreneur","married","unknown","yes","no","cellular","may","wed",2,999,1,"failure","university.degree"
919,52,"admin.","single","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent","unknown"
920,33,"admin.","married","no","yes","no","telephone","may","wed",2,999,1,"failure","high.school"
921,37,"blue-collar","married","no","yes","no","cellular","may","wed",3,999,0,"nonexistent","4"
922,52,"admin.","single","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","unknown"
923,31,"management","single","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
924,34,"admin.","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
925,37,"services","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","high.school"
926,37,"services","married","no","no","no","cellular","may","wed",1,999,1,"failure","high.school"
927,34,"admin.","married","no","no","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
928,33,"admin.","single","no","yes","no","cellular","may","wed",2,999,0,"nonexistent","university.degree"
929,28,"technician","married","no","no","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
930,34,"admin.","married","no","no","yes","cellular","may","wed",1,999,0,"nonexistent","high.school"
931,36,"admin.","single","no","yes","no","telephone","may","wed",2,999,1,"failure","6"
932,33,"blue-collar","married","unknown","no","no","cellular","may","wed",2,999,0,"nonexistent","9"
933,53,"admin.","married","unknown","yes","no","cellular","may","wed",1,999,1,"failure","university.degree"
934,54,"blue-collar","married","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent","high.school"
935,27,"services","single","unknown","yes","no","cellular","may","wed",2,999,1,"failure","high.school"
936,40,"blue-collar","married","unknown","yes","no","cellular","may","wed",2,999,1,"failure","6"
937,38,"blue-collar","married","unknown","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
938,48,"blue-collar","married","no","no","no","cellular","may","wed",2,999,1,"failure","4"
939,37,"blue-collar","married","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","9"
940,29,"technician","single","no","no","yes","cellular","may","wed",2,999,0,"nonexistent","professional.course"
941,39,"blue-collar","divorced","unknown","no","no","cellular","may","wed",2,999,0,"nonexistent","9"
942,36,"technician","single","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
943,29,"admin.","single","no","no","no","cellular","may","wed",2,999,2,"failure","university.degree"
